SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5824 Jackson St,Highland Park,PA,15206,315000,2,2,Highland Park,,8999,1925,83,,,Active,,,https://www.redfin.com/PA/Pittsburgh/5824-Jackson-St-15206/home/73533587,West Penn MLS,1577053,N,Y,40.4713099,-79.9214455
MLS Listing,,Single Family Residential,1461 Grove Rd,Castle Shannon,PA,15236,319000,3,1,Castle Shannon,,,1953,83,,,Active,,,https://www.redfin.com/PA/Pittsburgh/1461-Grove-Rd-15236/home/74556083,West Penn MLS,1578138,N,Y,40.3607266,-80.0097026
MLS Listing,,Single Family Residential,0 Wakefield St,Oakland,PA,15213,42000,0,,Oakland,,3920,,83,,,Active,,,https://www.redfin.com/PA/Oakland/0-Wakefield-ST-15213/home/174908343,West Penn MLS,1578081,N,Y,40.4391045,-79.9510967
MLS Listing,,Single Family Residential,644 Southern Ave,Penn Hills,PA,15235,100000,2,1.5,Penn Hills,825,7501,1958,83,121,,Active,,,https://www.redfin.com/PA/Penn-Hills/644-Southern-Ave-15235/home/74575078,West Penn MLS,1577774,N,Y,40.456346,-79.8517098
MLS Listing,,Single Family Residential,26 Creighton Ave,Crafton,PA,15205,209900,4,2,Crafton,2073,8398,1910,83,101,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/26-Creighton-Ave-15205/home/73556012,West Penn MLS,1576531,N,Y,40.4313694,-80.0663051
MLS Listing,,Single Family Residential,1576 Panno Ln,Franklin Park,PA,15237,149900,0,,Franklin Park,,439084,,83,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1576-Panno-Ln-15237/home/164050003,West Penn MLS,1578048,N,Y,40.5599498,-80.0829732
PAST SALE,August-24-2022,Single Family Residential,1405 Eleanor St,South Side,PA,15210,184999,3,2.5,South Side,2260,2500,1910,84,82,,Pending,,,https://www.redfin.com/PA/Pittsburgh/1405-Eleanor-St-15210/home/74491724,West Penn MLS,1554245,N,Y,40.418576,-79.9725775
MLS Listing,,Single Family Residential,"1298 Pinewood Dr.,",Mt. Lebanon,PA,15243,499900,5,3.5,Mt. Lebanon,2472,10454,1953,84,202,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1298-Pinewood-Dr-15243/home/74531696,West Penn MLS,1576677,N,Y,40.3654618,-80.0680948
MLS Listing,,Single Family Residential,1528 Oblock Rd,Plum Boro,PA,15239,175000,3,1.5,Plum Boro,1066,15446,1970,84,164,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1528-Oblock-Rd-15239/home/73492427,West Penn MLS,1577731,N,Y,40.4686038,-79.7200607
MLS Listing,,Single Family Residential,448 Ruthwood Ave,Baldwin Boro,PA,15227,84900,2,1,Baldwin Boro,965,6956,1953,84,88,,Active,,,https://www.redfin.com/PA/Pittsburgh/448-Ruthwood-Ave-15227/home/74763083,West Penn MLS,1577932,N,Y,40.385761,-79.9729271
MLS Listing,,Single Family Residential,1399 Leaside Dr,Lincoln Place,PA,15207,66500,3,1.5,Lincoln Place,1258,8877,1919,84,53,,Active,,,https://www.redfin.com/PA/Pittsburgh/1399-Leaside-Dr-15207/home/74524481,West Penn MLS,1577921,N,Y,40.3703972,-79.9100654
MLS Listing,,Single Family Residential,210 Seneca St,Downtown Pgh,PA,15219,59000,3,1,Downtown Pgh,1200,1041,1910,84,49,,Active,,,https://www.redfin.com/PA/Pittsburgh/210-Seneca-St-15219/home/74466258,West Penn MLS,1577986,N,Y,40.4369648,-79.9761061
MLS Listing,,Single Family Residential,1100 Coal St,Wilkinsburg,PA,15221,57500,3,1.5,Wilkinsburg,1454,1398,1910,84,40,,Active,,,https://www.redfin.com/PA/Pittsburgh/1100-Coal-St-15221/home/73547894,West Penn MLS,1577900,N,Y,40.4427435,-79.8787207
MLS Listing,,Single Family Residential,2507 Larkins Way,South Side,PA,15203,289000,3,2,South Side,,1197,1900,84,,,Active,,,https://www.redfin.com/PA/Pittsburgh/2507-Larkins-Way-15203/home/74479127,West Penn MLS,1577801,N,Y,40.4265452,-79.9700549
MLS Listing,,Single Family Residential,3914 Howley St,Lawrenceville,PA,15224,489900,3,2,Lawrenceville,1504,1001,1900,84,326,,Active,,,https://www.redfin.com/PA/Pittsburgh/3914-Howley-St-15224/home/73553460,West Penn MLS,1577713,N,Y,40.4632243,-79.9589751
MLS Listing,,Single Family Residential,8363 Bricelyn St,Homewood-brushton,PA,15221,46900,3,1,Homewood-Brushton,1152,2613,1925,84,41,,Active,,,https://www.redfin.com/PA/Pittsburgh/8363-Bricelyn-St-15221/home/74544016,West Penn MLS,1577678,N,Y,40.4560396,-79.8775787
MLS Listing,,Single Family Residential,1465 Steuben St,Crafton Heights,PA,15205,85000,2,1.5,Crafton Heights,1330,2613,1900,84,64,,Active,,,https://www.redfin.com/PA/Pittsburgh/1465-Steuben-St-15205/home/74625420,West Penn MLS,1577682,N,Y,40.4432271,-80.0536388
For-Sale-by-Owner Listing,,Single Family Residential,1822 Woodward Ave,Pittsburgh,PA,15226,197000,4,2,Pittsburgh,1663,5357,1925,84,118,,Active,,,https://www.redfin.com/PA/Pittsburgh/1822-Woodward-Ave-15226/home/74598194,Fizber.com,11480582,N,Y,40.4053495,-80.0171828
MLS Listing,,Single Family Residential,00 Castle Shannon Blvd,Mt. Lebanon,PA,15243,60000,3,2,Mt. Lebanon,,7840,,85,,,Active,,,https://www.redfin.com/PA/Mt-Lebanon/00-Castle-Shannon-BLVD-15243/home/181965410,West Penn MLS,1577395,N,Y,40.3747044,-80.0702555
MLS Listing,,Single Family Residential,2010 Arlington Ave,South Side,PA,15210,115000,2,2,South Side,1224,1293,1900,85,94,,Active,,,https://www.redfin.com/PA/Pittsburgh/2010-Arlington-Ave-15210/home/74492033,West Penn MLS,1577824,N,Y,40.4177494,-79.9775271
MLS Listing,,Single Family Residential,304 Mayfield,Perry Hilltop,PA,15214,120000,2,1.5,Perry Hilltop,990,2500,1926,85,121,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/304-Mayfield-Ave-15214/home/74732384,West Penn MLS,1577821,N,Y,40.4735496,-80.0138196
MLS Listing,,Single Family Residential,2444 Vodeli St,Beechview,PA,15216,195000,3,2,Beechview,1600,6263,1920,85,122,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2444-Vodeli-St-15216/home/73490401,West Penn MLS,1577769,N,Y,40.3990622,-80.0278829
MLS Listing,,Single Family Residential,263 Baywood Ave,Mt. Lebanon,PA,15228,197000,2,1,Mt. Lebanon,1402,6751,1930,85,141,,Active,,,https://www.redfin.com/PA/Pittsburgh/263-Baywood-Ave-15228/home/73543828,West Penn MLS,1577105,N,Y,40.3788474,-80.0504144
MLS Listing,,Single Family Residential,452 Norton St,Mt Washington,PA,15211,109000,2,1,Mt Washington,1122,2012,1920,85,97,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/452-Norton-St-15211/home/74654865,West Penn MLS,1566305,N,Y,40.4252217,-80.0109696
MLS Listing,,Single Family Residential,838 Spring Gdn,Central North Side,PA,15212,399000,3,1.5,Central North Side,1704,2178,1880,85,234,,Active,,,https://www.redfin.com/PA/Pittsburgh/838-Spring-Garden-Ave-15212/home/74557260,West Penn MLS,1577725,N,Y,40.4576288,-79.996423
MLS Listing,,Single Family Residential,138 Linnview Ave,Carrick,PA,15210,56250,5,2,Carrick,2363,3920,1920,85,24,,Active,,,https://www.redfin.com/PA/Pittsburgh/138-Linnview-Ave-15210/home/74687576,West Penn MLS,1545381,N,Y,40.4031643,-79.9870843
PAST SALE,,Single Family Residential,811 Sebring Ave,Beechview,PA,15216,75000,3,1.5,Beechview,1144,1498,1931,86,66,,Pending,,,https://www.redfin.com/PA/Pittsburgh/811-Sebring-Ave-15216/home/73502321,West Penn MLS,1576142,N,Y,40.4128869,-80.0234624
MLS Listing,,Single Family Residential,5464 Broad St,East Liberty,PA,15206,230000,4,1,East Liberty,1408,2374,1920,86,163,,Active,,,https://www.redfin.com/PA/East-Liberty/5464-Broad-St-15206/home/74657944,West Penn MLS,1577680,N,Y,40.4651596,-79.9335017
MLS Listing,,Single Family Residential,344 Alamo Dr,Upper St. Clair,PA,15241,285000,3,1.5,Upper St. Clair,1326,13098,1976,87,215,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/344-Alamo-Dr-15241/home/74708216,West Penn MLS,1577644,N,Y,40.3076866,-80.0770865
MLS Listing,,Single Family Residential,505 Bascom Ave,Ross Twp,PA,15212,215000,3,2,Ross Twp,1406,16156,1960,87,153,,Active,,,https://www.redfin.com/PA/Pittsburgh/505-Bascom-Ave-15212/home/73520685,West Penn MLS,1577433,N,Y,40.49348,-80.0419876
MLS Listing,,Single Family Residential,3713 Fountain St,Castle Shannon,PA,15234,134000,2,1,Castle Shannon,,5061,1933,87,,,Active,,,https://www.redfin.com/PA/Pittsburgh/3713-Fountain-St-15234/home/74557856,West Penn MLS,1577626,N,Y,40.3638557,-80.0216398
MLS Listing,,Single Family Residential,109 Onyx Ave,Mt Oliver,PA,15210,84000,5,1,Mt Oliver,1544,3049,1914,87,54,,Active,,,https://www.redfin.com/PA/Pittsburgh/109-Onyx-St-15210/home/74591168,West Penn MLS,1577629,N,Y,40.4082333,-79.9899066
MLS Listing,,Single Family Residential,506 Gorgas St,Mt Oliver,PA,15210,84000,4,2,Arlington,1890,2178,1925,87,44,,Active,,,https://www.redfin.com/PA/Pittsburgh/506-Gorgas-St-15210/home/74589517,West Penn MLS,1577628,N,Y,40.4110203,-79.9813168
MLS Listing,,Single Family Residential,315 Quincy Ave,Mt Oliver,PA,15210,75000,3,1.5,Mt Oliver,1328,2613,1920,87,56,,Active,,,https://www.redfin.com/PA/Pittsburgh/315-Quincy-Ave-15210/home/74591197,West Penn MLS,1577625,N,Y,40.4067962,-79.9880235
MLS Listing,,Single Family Residential,1231 Success St,Marshall Shadeland,PA,15212,65000,3,1.5,Marshall Shadeland,1360,3049,1889,87,48,,Active,,,https://www.redfin.com/PA/Pittsburgh/1231-Success-St-15212/home/74542623,West Penn MLS,1577619,N,Y,40.4624876,-80.026136
MLS Listing,,Single Family Residential,3104 Woodridge Dr,Whitehall,PA,15227,198750,3,1.5,Whitehall,1151,9997,1958,87,173,,Active,,,https://www.redfin.com/PA/Pittsburgh/3104-Woodridge-Dr-15227/home/74489968,West Penn MLS,1577584,N,Y,40.3770757,-79.9918466
MLS Listing,,Single Family Residential,8327 Bricelyn,Homewood-brushton,PA,15221,29000,2,1,Homewood-Brushton,,24829,1925,87,,,Active,,,https://www.redfin.com/PA/Pittsburgh/8327-Bricelyn-St-15221/home/73523192,West Penn MLS,1577601,N,Y,40.4553525,-79.8784974
MLS Listing,,Single Family Residential,210 Tudor Ln,Robinson Twp - Nwa,PA,15205,899000,3,4,Robinson Twp - NWA,2799,35549,2014,87,321,,Active,,,https://www.redfin.com/PA/Pittsburgh/210-Tudor-Ln-15205/home/113690000,West Penn MLS,1573819,N,Y,40.4413577,-80.1085165
MLS Listing,,Single Family Residential,20 Gregory St,South Side,PA,15203,384500,2,2,South Side,,,1900,87,,,Active,,,https://www.redfin.com/PA/Pittsburgh/20-Gregory-St-15203/home/74479561,West Penn MLS,1575284,N,Y,40.4239941,-79.980768
MLS Listing,,Single Family Residential,840 Ceres Way,Allentown,PA,15210,29900,2,1,Allentown,1440,3750,1900,88,21,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/840-Ceres-Way-15210/home/74497141,West Penn MLS,1577561,N,Y,40.4232056,-79.9922244
MLS Listing,,Single Family Residential,433 E Carson St,South Side,PA,15203,140000,3,1,South Side,1152,1306,1900,88,122,,Active,,,https://www.redfin.com/PA/Pittsburgh/433-E-Carson-St-15203/home/74620595,West Penn MLS,1577496,N,Y,40.4289652,-79.9953306
MLS Listing,,Single Family Residential,505 Hunter Dr,Ross Twp,PA,15237,295000,4,2.5,Ross Twp,1663,10188,1950,88,177,,Active,,,https://www.redfin.com/PA/Pittsburgh/505-Hunter-Dr-15237/home/73524360,West Penn MLS,1577523,N,Y,40.5200492,-80.0011956
MLS Listing,,Single Family Residential,1323 Bellaire Pl,Brookline,PA,15226,210000,3,1,Brookline,1376,3301,1930,88,153,,Active,,,https://www.redfin.com/PA/Pittsburgh/1323-Bellaire-Pl-15226/home/73558883,West Penn MLS,1569701,N,Y,40.3932603,-80.0096701
MLS Listing,,Single Family Residential,1311 Liverpool St,Manchester,PA,15233,550000,4,2.5,Manchester,3098,4369,1910,89,178,,Active,,,https://www.redfin.com/PA/Pittsburgh/1311-Liverpool-St-15233/home/74542687,West Penn MLS,1577162,N,Y,40.455028,-80.0255246
MLS Listing,,Single Family Residential,730 Adelaide St,Schenley Heights,PA,15219,99750,3,1,Schenley Heights,1044,3105,1915,89,96,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/730-Adelaide-St-15219/home/74563959,West Penn MLS,1577380,N,Y,40.4538875,-79.9600896
MLS Listing,,Single Family Residential,68 Steine St,Spring Hill,PA,15212,150000,3,2,Spring Hill,1920,2796,1900,89,78,,Active,,,https://www.redfin.com/PA/Pittsburgh/68-Steine-St-15212/home/73505498,West Penn MLS,1570691,N,Y,40.4654391,-79.9935119
MLS Listing,,Single Family Residential,942 N Highland,Highland Park,PA,15206,579000,5,4,Highland Park,2373,6255,1920,89,244,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/942-N-Highland-Ave-15206/home/73509675,West Penn MLS,1576874,N,Y,40.4722814,-79.9195107
MLS Listing,,Single Family Residential,30 Ross Hollow Rd,Plum Boro,PA,15239,239950,3,3,Plum Boro,1204,13224,1995,89,199,8,Active,,,https://www.redfin.com/PA/Pittsburgh/30-Ross-Hollow-Rd-15239/home/74767215,West Penn MLS,1577348,N,Y,40.5110595,-79.7432896
MLS Listing,,Single Family Residential,1704 Luty Ave,Reserve,PA,15212,64900,2,1,Reserve,1056,4499,1920,89,61,,Active,,,https://www.redfin.com/PA/Pittsburgh/1704-Luty-Ave-15212/home/74650362,West Penn MLS,1577199,N,Y,40.4676095,-79.9839626
MLS Listing,,Single Family Residential,947 Broad Meadow Dr,Mccandless,PA,15237,769990,4,3.5,McCandless,3280,32626,2022,89,235,,Active,,,https://www.redfin.com/PA/Pittsburgh/947-Broad-Meadow-Dr-15237/home/171271769,West Penn MLS,1577414,N,Y,40.559283,-80.064685
MLS Listing,,Single Family Residential,1217 Powers Run,O'hara,PA,15238,319000,4,2,O'Hara,,11325,1954,89,,,Active,,,https://www.redfin.com/PA/Pittsburgh/1217-Powers-Run-Rd-15238/home/73525225,West Penn MLS,1577399,N,Y,40.5134036,-79.8585798
MLS Listing,,Single Family Residential,848 Peralta St,East Allegheny,PA,15212,170000,4,2.5,East Allegheny,1760,1197,1880,89,97,,Active,,,https://www.redfin.com/PA/Pittsburgh/848-Peralta-St-15212/home/74557510,West Penn MLS,1577386,N,Y,40.4558346,-79.9953854
MLS Listing,,Single Family Residential,2153 Walton Ave,Overbrook,PA,15210,199900,3,1,Overbrook,1526,4038,1940,89,131,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2153-Walton-Ave-15210/home/74764341,West Penn MLS,1577282,N,Y,40.3898782,-79.9934631
MLS Listing,,Single Family Residential,2202 Tree Top Ln,Upper St. Clair,PA,15241,1779000,5,4.5,Upper St. Clair,4767,45302,2022,90,373,,Active,,,https://www.redfin.com/PA/Pittsburgh/2202-Tree-Top-Ln-15241/home/104644559,West Penn MLS,1577254,N,Y,40.339011,-80.088328
MLS Listing,,Single Family Residential,130 1/2 S 18th St,South Side,PA,15203,365000,2,2.5,South Side,2426,1197,1900,90,150,,Active,,,https://www.redfin.com/PA/Pittsburgh/130-1-2-S-18th-St-15203/home/73518545,West Penn MLS,1576984,N,Y,40.427079,-79.9809161
MLS Listing,,Single Family Residential,1709 Orchid St,Lincoln Place,PA,15207,180000,3,2,Lincoln Place,855,7405,1955,90,211,,Active,,,https://www.redfin.com/PA/Pittsburgh/1709-Orchid-St-15207/home/73548293,West Penn MLS,1577252,N,Y,40.3647336,-79.9062171
MLS Listing,,Single Family Residential,270 Laveton Ave,Brentwood,PA,15227,79900,2,1,Brentwood,975,3463,1953,90,82,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/270-Laveton-Ave-15227/home/74488857,West Penn MLS,1577250,N,Y,40.3772184,-79.979945
MLS Listing,,Single Family Residential,2106 5th Ave,Oakland,PA,15219,195000,0,,Oakland,,2395,,90,,,Active,,,https://www.redfin.com/PA/Pittsburgh/2106-Fifth-Ave-15219/home/181892457,West Penn MLS,1577127,N,Y,40.437873,-79.97556
MLS Listing,,Single Family Residential,4024 Lanmore Ave,Brentwood,PA,15227,109900,2,1,Brentwood,825,4499,1950,90,133,,Active,,,https://www.redfin.com/PA/Pittsburgh/4024-Lanmore-Ave-15227/home/74525921,West Penn MLS,1577152,N,Y,40.3682463,-79.9825882
MLS Listing,,Single Family Residential,40 E Orchard Ave,Ross Twp,PA,15202,199900,4,2,Ross Twp,2076,3998,1910,90,96,,Active,,,https://www.redfin.com/PA/Pittsburgh/40-E-Orchard-Ave-15202/home/73569523,West Penn MLS,1577225,N,Y,40.4966252,-80.0478384
MLS Listing,,Single Family Residential,220 Broadmoor Ave,Mt. Lebanon,PA,15228,234000,3,1,Mt. Lebanon,1144,5998,1946,90,205,,Active,,,https://www.redfin.com/PA/Pittsburgh/220-Broadmoor-Ave-15228/home/74494481,West Penn MLS,1577232,N,Y,40.3793939,-80.0350294
MLS Listing,,Single Family Residential,1681 Seaton St,Brookline,PA,15226,215000,3,1.5,Brookline,1048,4038,1940,90,205,,Active,,,https://www.redfin.com/PA/Pittsburgh/1681-Seaton-St-15226/home/74766525,West Penn MLS,1577089,N,Y,40.3865658,-80.0088838
MLS Listing,,Single Family Residential,3328 Mcneil Pl,Hill District,PA,15219,18000,3,1,Hill District,1444,1528,1930,90,12,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/3328-McNeil-Pl-15219/home/74564098,West Penn MLS,1577039,N,Y,40.4539811,-79.964421
MLS Listing,,Single Family Residential,956 Brintell St,Stanton Heights,PA,15201,224900,3,1,Stanton Heights,1220,5501,1956,90,184,,Active,,,https://www.redfin.com/PA/Pittsburgh/956-Brintell-St-15201/home/74737569,West Penn MLS,1577135,N,Y,40.4767681,-79.9387915
MLS Listing,,Single Family Residential,811 Cedarwood,Penn Hills,PA,15235,150000,3,1.5,Penn Hills,,8398,1967,90,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/811-Cedarwood-Dr-15235/home/74697525,West Penn MLS,1577046,N,Y,40.4826383,-79.7881047
MLS Listing,,Single Family Residential,3658-3660 Windgap Ave,Mckees Rocks,PA,15204,239999,6,2,McKees Rocks,2878,58762,1903,90,83,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/3658-Windgap-Ave-15204/home/74718248,West Penn MLS,1577139,N,Y,40.4559342,-80.0799016
MLS Listing,,Single Family Residential,5221 Schenley Ave,Garfield,PA,15224,169500,4,1.5,Garfield,,2613,1920,90,,,Active,,,https://www.redfin.com/PA/Pittsburgh/5221-Schenley-Ave-15224/home/74737452,West Penn MLS,1576424,N,Y,40.4723002,-79.9381358
MLS Listing,,Single Family Residential,1401 Chislett St,Morningside,PA,15206,1250000,5,3,Morningside,4000,9679,1910,90,313,,Active,,,https://www.redfin.com/PA/Pittsburgh/1401-Chislett-St-15206/home/74740831,West Penn MLS,1576819,N,Y,40.481262,-79.9285177
MLS Listing,,Single Family Residential,214 Valley Dr,O'hara,PA,15215,300000,2,2,O'Hara,1151,12850,1952,90,261,,Active,,,https://www.redfin.com/PA/Pittsburgh/214-Valley-Dr-15215/home/74511715,West Penn MLS,1576979,N,Y,40.4963898,-79.9004005
MLS Listing,,Single Family Residential,7721 Baxter,Homewood-brushton,PA,15208,140000,4,2,Homewood-Brushton,2200,3920,1900,91,64,,Active,,,https://www.redfin.com/PA/Pittsburgh/7721-Baxter-St-15208/home/74515117,West Penn MLS,1572318,N,Y,40.4564887,-79.8868387
MLS Listing,,Single Family Residential,172 Joseph St,Baldwin Boro,PA,15227,364900,5,3,Baldwin Boro,2308,9461,1956,91,158,,Active,,,https://www.redfin.com/PA/Pittsburgh/172-Joseph-St-15227/home/74762853,West Penn MLS,1576914,N,Y,40.3917763,-79.9672897
MLS Listing,,Single Family Residential,529 Ridgemont Dr,Banksville/westwood,PA,15220,174999,3,1,Banksville/Westwood,1176,5606,1950,91,149,,Active,,,https://www.redfin.com/PA/Pittsburgh/529-Ridgemont-Dr-15220/home/74527235,West Penn MLS,1576881,N,Y,40.4309528,-80.0374791
MLS Listing,,Single Family Residential,316 Guys Run Rd,Cheswick,PA,15024,189900,1,1,Cheswick,,55321,1930,92,,,Active,,,https://www.redfin.com/PA/Cheswick/316-Guys-Run-Rd-15024/home/74693128,West Penn MLS,1576910,N,Y,40.553061,-79.8751617
MLS Listing,,Single Family Residential,179 38th St,Lawrenceville,PA,15201,450000,3,3,Lawrenceville,1359,753,1890,92,331,,Active,,,https://www.redfin.com/PA/Pittsburgh/179-38th-St-15201/home/74651942,West Penn MLS,1576907,N,Y,40.4676565,-79.9650718
MLS Listing,,Single Family Residential,1208 Haslage Ave,Spring Hill,PA,15212,450000,4,2,Spring Hill,3570,10497,1855,92,126,,Active,,,https://www.redfin.com/PA/Pittsburgh/1208-Haslage-Ave-15212/home/74650652,West Penn MLS,1576791,N,Y,40.4623515,-79.9924146
MLS Listing,,Single Family Residential,2872 Orlando Pl,Penn Hills,PA,15235,165000,3,1.5,Penn Hills,1311,7339,1958,92,126,,Active,,,https://www.redfin.com/PA/Pittsburgh/2872-Orlando-Pl-15235/home/74603253,West Penn MLS,1576858,N,Y,40.4531382,-79.8479465
MLS Listing,,Single Family Residential,507 Bon Air Rd,Penn Hills,PA,15235,157000,2,1,Penn Hills,912,10907,1949,92,172,,Active,,,https://www.redfin.com/PA/Pittsburgh/507-Bon-Air-Rd-15235/home/73549273,West Penn MLS,1576574,N,Y,40.46678293,-79.85479113
MLS Listing,,Single Family Residential,305 Kenmont Ave,Mt. Lebanon,PA,15216,269000,4,2,Mt. Lebanon,1344,3001,1920,92,200,,Active,,,https://www.redfin.com/PA/Pittsburgh/305-Kenmont-Ave-15216/home/74770909,West Penn MLS,1566880,N,Y,40.3889169,-80.0458693
PAST SALE,June-22-2016,Single Family Residential,13033 Ferraro Dr,Penn Hills,PA,15235,104000,3,1.5,Penn Hills,1310,1250,1950,93,79,,Pending,,,https://www.redfin.com/PA/Pittsburgh/13033-Ferraro-Dr-15235/home/74634602,West Penn MLS,1557548,N,Y,40.4820134,-79.8196284
MLS Listing,,Single Family Residential,2148 Fairland St,Overbrook,PA,15210,190000,3,1,Overbrook,1144,4125,1928,93,166,,Active,,,https://www.redfin.com/PA/Pittsburgh/2148-Fairland-St-15210/home/74764409,West Penn MLS,1576753,N,Y,40.3897467,-79.9947741
MLS Listing,,Single Family Residential,3339 Latonia Ave,Dormont,PA,15216,199900,2,1,Dormont,978,3301,1923,93,204,,Active,,,https://www.redfin.com/PA/Pittsburgh/3339-Latonia-Ave-15216/home/74771525,West Penn MLS,1573637,N,Y,40.3853562,-80.0399353
MLS Listing,,Single Family Residential,345 Manion Way,Lawrenceville,PA,15201,145000,0,,Lawrenceville,,871,,94,,,Active,,,https://www.redfin.com/PA/Pittsburgh/345-Manion-Way-15201/home/102228418,West Penn MLS,1576573,N,Y,40.4630701,-79.9599078
MLS Listing,,Single Family Residential,1608 Westfield St,Beechview,PA,15216,140000,3,1,Beechview,2405,3001,1918,94,58,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1608-Westfield-St-15216/home/74597861,West Penn MLS,1576349,N,Y,40.4103891,-80.0193666
PAST SALE,,Single Family Residential,5519 Cox Ave,Lincoln Place,PA,15207,18500,0,,Lincoln Place,,6098,,95,,,Pending,,,https://www.redfin.com/PA/Pittsburgh/5519-Cox-Ave-15207/home/163863344,West Penn MLS,1574533,N,Y,40.3681508,-79.9172806
MLS Listing,,Single Family Residential,614 Springdale Dr,Penn Hills,PA,15235,129900,2,1,Penn Hills,1040,8999,1955,95,125,,Active,,,https://www.redfin.com/PA/Pittsburgh/614-Springdale-Dr-15235/home/74634922,West Penn MLS,1576473,N,Y,40.4723358,-79.8263696
MLS Listing,,Single Family Residential,95 E Steuben St,Crafton,PA,15205,385000,5,2.5,Crafton,3573,6438,1905,95,108,,Active,,,https://www.redfin.com/PA/Pittsburgh/95-Steuben-St-15205/home/74622098,West Penn MLS,1576617,N,Y,40.4395053,-80.0620827
MLS Listing,,Single Family Residential,9439 Glendale Rd,Penn Hills,PA,15235,99900,3,1,Penn Hills,1504,10354,1938,95,66,,Active,,,https://www.redfin.com/PA/Pittsburgh/9439-Glendale-Rd-15235/home/74574324,West Penn MLS,1576615,N,Y,40.4661175,-79.86068
MLS Listing,,Single Family Residential,3362 Ajax St,Oakland,PA,15213,65000,2,1.5,Oakland,693,1258,1900,95,94,,Active,,,https://www.redfin.com/PA/Pittsburgh/3362-Ajax-St-15213/home/74564297,West Penn MLS,1576621,N,Y,40.4557793,-79.9629952
MLS Listing,,Single Family Residential,1454 Cliffview Rd,Ross Twp,PA,15212,354900,3,2.5,Ross Twp,1976,22215,2012,95,180,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1454-Cliffview-Rd-15212/home/74438823,West Penn MLS,1576476,N,Y,40.4914885,-80.0371844
MLS Listing,,Single Family Residential,2422 Sidney St,South Side,PA,15203,225000,3,2,South Side,2160,1197,1900,95,104,,Active,,,https://www.redfin.com/PA/Pittsburgh/2422-Sidney-St-15203/home/74478472,West Penn MLS,1576504,N,Y,40.4286772,-79.9698741
MLS Listing,,Single Family Residential,6476 Monitor St,Squirrel Hill,PA,15217,385000,3,1.5,Squirrel Hill,1645,5776,1929,95,234,,Active,,,https://www.redfin.com/PA/Pittsburgh/6476-Monitor-St-15217/home/74755427,West Penn MLS,1576505,N,Y,40.4249726,-79.9168056
MLS Listing,,Single Family Residential,2239 Shady Ave,Squirrel Hill,PA,15217,569000,4,2,Squirrel Hill,,21780,1918,95,,,Active,,,https://www.redfin.com/PA/Pittsburgh/2239-Shady-Ave-15217/home/74754169,West Penn MLS,1576394,N,Y,40.432447,-79.9180677
MLS Listing,,Single Family Residential,234 Navajo Rd,Upper St. Clair,PA,15243,335000,5,3,Upper St. Clair,2347,25199,1939,96,143,,Active,,,https://www.redfin.com/PA/Pittsburgh/234-Navajo-Rd-15241/home/74618982,West Penn MLS,1576322,N,Y,40.3380549,-80.0597134
MLS Listing,,Single Family Residential,87 Beechmont Ave,West View,PA,15229,110000,3,1,West View,1320,3262,1950,96,83,,Active,,,https://www.redfin.com/PA/Pittsburgh/87-Beechmont-Ave-15229/home/74568936,West Penn MLS,1576273,N,Y,40.5130246,-80.021827
MLS Listing,,Single Family Residential,138 Betty Rae Dr,Pleasant Hills,PA,15236,163000,3,2.5,Pleasant Hills,1498,,1947,96,109,,Active,,,https://www.redfin.com/PA/Pittsburgh/138-Betty-Rae-Dr-15236/home/73503710,West Penn MLS,1576484,N,Y,40.3441393,-79.9639246
