SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-14-2021,Single Family Residential,1800 New Haven Ave,Dormont,PA,15216,137500,3,1,Dormont,1472,3567,1920,32,93,,Pending,,,https://www.redfin.com/PA/Pittsburgh/1800-New-Haven-Ave-15216/home/74699775,West Penn MLS,1580497,N,Y,40.4000362,-80.0400227
MLS Listing,,Single Family Residential,1911 Fairlawn St,Wilkinsburg,PA,15221,110000,3,2,Wilkinsburg,944,3484,1920,32,117,,Active,,,https://www.redfin.com/PA/Pittsburgh/1911-Fairlawn-St-15221/home/73572640,West Penn MLS,1584592,N,Y,40.4490595,-79.8704599
MLS Listing,,Single Family Residential,141 Fremont St,Mt Oliver,PA,15210,92000,3,2,Mt Oliver,1188,4299,1890,32,77,,Active,,,https://www.redfin.com/PA/Pittsburgh/141-Fremont-St-15210/home/74498620,West Penn MLS,1584681,N,Y,40.4161069,-79.9835889
MLS Listing,,Single Family Residential,1933 Lincoln Avenue Ext,Penn Hills,PA,15235,125900,4,2,Penn Hills,3317,7801,1950,32,38,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1933-Lincoln-Avenue-Ext-15235/home/74512633,West Penn MLS,1584522,N,Y,40.4747485,-79.8839619
MLS Listing,,Single Family Residential,1057 Bay Ridge Ave,Brookline,PA,15226,160000,2,1,Brookline,880,3841,1940,32,182,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1057-Bayridge-Ave-15226/home/74769593,West Penn MLS,1584418,N,Y,40.3888633,-80.0176195
MLS Listing,,Single Family Residential,2001 Termon Ave,Brighton Heights,PA,15212,269000,4,2,Brighton Heights,2227,5005,1924,32,121,,Active,,,https://www.redfin.com/PA/Pittsburgh/2001-Termon-Ave-15212/home/74462409,West Penn MLS,1584632,N,Y,40.4825312,-80.0446947
MLS Listing,,Single Family Residential,1350 Pioneer Ave,Brookline,PA,15226,202000,3,1,Brookline,1273,4691,1950,32,159,,Active,,,https://www.redfin.com/PA/Pittsburgh/1350-Pioneer-Ave-15226/home/73575770,West Penn MLS,1584635,N,Y,40.4107454,-80.0107621
MLS Listing,,Single Family Residential,637 Larose St,Brookline,PA,15226,130000,3,1,Brookline,850,5222,1958,32,153,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/637-Larose-St-15226/home/74593412,West Penn MLS,1584571,N,Y,40.4087121,-80.0127713
MLS Listing,,Single Family Residential,122 Highridge Cir,Mt. Lebanon,PA,15234,374900,4,2.5,Mt. Lebanon,2139,9770,1960,32,175,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/122-Highridge-Cir-15234/home/74586140,West Penn MLS,1584626,N,Y,40.3542884,-80.0470525
MLS Listing,,Single Family Residential,843 Dorchester Ave,Brookline,PA,15226,299900,4,3.5,Brookline,2977,9204,1900,32,101,,Active,,,https://www.redfin.com/PA/Pittsburgh/843-Dorchester-Ave-15226/home/73584259,West Penn MLS,1584615,N,Y,40.3897306,-80.024068
MLS Listing,,Single Family Residential,317 N Mathilda St,Garfield,PA,15224,239000,2,2.5,Garfield,,953,1895,32,,,Active,,,https://www.redfin.com/PA/Pittsburgh/317-N-Mathilda-St-15224/home/74657299,West Penn MLS,1584591,N,Y,40.4676498,-79.9460809
MLS Listing,,Single Family Residential,3140 Broadway Ave,Castle Shannon,PA,15234,269900,3,2,Castle Shannon,,10497,1925,32,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/3140-Broadway-Ave-15234/home/74528126,West Penn MLS,1584510,N,Y,40.3708048,-80.0045593
MLS Listing,,Single Family Residential,162 Hallock St,Mt Washington,PA,15211,225000,3,1,Mt Washington,1168,5296,1910,32,193,,Active,,,https://www.redfin.com/PA/Pittsburgh/162-Hallock-St-15211/home/73556411,West Penn MLS,1584464,N,Y,40.4355072,-80.0180104
MLS Listing,,Single Family Residential,3110 Willett Rd,Brentwood,PA,15227,169900,3,2,Brentwood,1856,5658,1929,32,92,,Active,,,https://www.redfin.com/PA/Pittsburgh/3110-Willett-Rd-15227/home/74488612,West Penn MLS,1584567,N,Y,40.3813742,-79.9692126
New Construction Plan,,Single Family Residential,Birmingham,Pittsburgh,PA,15239,456980,3,2,Parkside Estates,2691,,,,170,,Active,,,https://www.redfin.com/PA/Plum/Parkside-Estates/Birmingham/home/178235744,NewHomeSource.com,Plan-211868567,N,Y,40.474692,-79.73218
MLS Listing,,Single Family Residential,372 Avenue F,Forest Hills Boro,PA,15221,195000,3,2,Forest Hills Boro,1240,5549,1954,33,157,,Active,,,https://www.redfin.com/PA/Pittsburgh/372-Avenue-F-15221/home/73502838,West Penn MLS,1584563,N,Y,40.4159595,-79.8415184
PAST SALE,May-22-1995,Single Family Residential,2152 Whited St,Brookline,PA,15210,139900,2,2,Brookline,,6011,1959,33,,,Pending,,,https://www.redfin.com/PA/Pittsburgh/2152-Whited-St-15210/home/74692516,West Penn MLS,1584561,N,Y,40.3965891,-80.0048651
PAST SALE,November-16-2018,Single Family Residential,1701 Chislett St,Morningside,PA,15206,365000,3,2,Morningside,1358,3001,1940,33,269,,Pending,,,https://www.redfin.com/PA/Pittsburgh/1701-Chislett-St-15206/home/74469435,West Penn MLS,1583698,N,Y,40.4845292,-79.9271623
MLS Listing,,Single Family Residential,1427 Pennsylvania Ave,Manchester,PA,15233,315000,4,2.5,Manchester,1966,1759,1900,33,160,,Active,,,https://www.redfin.com/PA/Pittsburgh/1427-Pennsylvania-Ave-15233/home/74542740,West Penn MLS,1584371,N,Y,40.4537103,-80.0273839
MLS Listing,,Single Family Residential,1610 Walz St,Spring Hill,PA,15212,250000,2,1.5,Spring Hill,1376,2975,1880,33,182,,Active,,,https://www.redfin.com/PA/Pittsburgh/1610-Walz-St-15212/home/74650913,West Penn MLS,1584568,N,Y,40.4634692,-79.9911148
MLS Listing,,Single Family Residential,127 Cobblestone Dr,Ohio Twp,PA,15237,530000,2,3,Ohio Twp,2403,8054,2012,33,221,150,Contingent,,,https://www.redfin.com/PA/Pittsburgh/127-Cobblestone-Dr-15237/home/74447519,West Penn MLS,1584477,N,Y,40.5402206,-80.0872555
MLS Listing,,Single Family Residential,20 Rheams Ave,Bellevue,PA,15202,139900,2,1,Bellevue,1134,2178,1948,33,123,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/20-Rheams-Ave-15202/home/73566115,West Penn MLS,1584552,N,Y,40.485564,-80.0520691
MLS Listing,,Single Family Residential,11201 Azalea Dr,Penn Hills,PA,15235,199000,4,1.5,Penn Hills,,7361,1955,33,,,Active,,,https://www.redfin.com/PA/Pittsburgh/11201-Azalea-Dr-15235/home/74602199,West Penn MLS,1584553,N,Y,40.4719071,-79.8338652
MLS Listing,,Single Family Residential,2021 Fairland,Overbrook,PA,15210,240000,3,2,Overbrook,2173,,1952,33,110,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2021-Fairland-St-15210/home/74764002,West Penn MLS,1584529,N,Y,40.3924708,-79.9950578
MLS Listing,,Single Family Residential,1025 Jancey St,Morningside,PA,15206,246000,3,2,Morningside,1750,2482,1910,33,141,,Active,,,https://www.redfin.com/PA/Pittsburgh/1025-Jancey-St-15206/home/74741841,West Penn MLS,1584282,N,Y,40.4769688,-79.9307474
MLS Listing,,Single Family Residential,145 Buehner Dr,Ross Twp,PA,15237,239900,3,1,Ross Twp,,9731,1947,33,,,Active,,,https://www.redfin.com/PA/Pittsburgh/145-Buehner-Dr-15237/home/73504347,West Penn MLS,1584304,N,Y,40.5394029,-80.0179799
MLS Listing,,Single Family Residential,1491 Mohican Dr,Mt. Lebanon,PA,15228,370000,3,2,Mt. Lebanon,1425,16552,1957,33,260,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1491-Mohican-Dr-15228/home/74559280,West Penn MLS,1584502,N,Y,40.3569322,-80.0483644
MLS Listing,,Single Family Residential,26 Lawson Ave,Crafton,PA,15205,249900,3,2,Crafton,,3615,1896,33,,,Active,,,https://www.redfin.com/PA/Pittsburgh/26-Lawson-Ave-15205/home/74622063,West Penn MLS,1584401,N,Y,40.4387487,-80.059463
MLS Listing,,Single Family Residential,1026 Morningside Ave,Morningside,PA,15206,439000,5,2,Morningside,,3001,1922,33,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1026-Morningside-Ave-15206/home/74741143,West Penn MLS,1584483,N,Y,40.4771329,-79.9312721
MLS Listing,,Single Family Residential,1221 Boyle St,Central North Side,PA,15212,410000,4,1,Central North Side,1888,1838,1910,33,217,,Active,,,https://www.redfin.com/PA/Pittsburgh/1221-Boyle-St-15212/home/74552519,West Penn MLS,1584278,N,Y,40.4566487,-80.0062083
MLS Listing,,Single Family Residential,928 Mirror St,Greenfield,PA,15217,199000,3,1,Greenfield,1104,2482,1953,33,180,,Active,,,https://www.redfin.com/PA/Pittsburgh/928-Mirror-St-15217/home/74754758,West Penn MLS,1584325,N,Y,40.4266226,-79.9317217
MLS Listing,,Single Family Residential,1506 Walters Ave,Shaler,PA,15209,139900,2,1,Shaler,1071,6098,1938,33,131,,Active,,,https://www.redfin.com/PA/Pittsburgh/1506-Walters-Ave-15209/home/74507431,West Penn MLS,1584468,N,Y,40.4976977,-79.9764229
MLS Listing,,Single Family Residential,522 Freeland St,Beltzhoover,PA,15210,170000,4,1,Beltzhoover,1796,2561,1920,33,95,,Active,,,https://www.redfin.com/PA/Pittsburgh/522-Freeland-St-15210/home/73495485,West Penn MLS,1584279,N,Y,40.4189846,-79.9978609
New Construction Plan,,Single Family Residential,Newbury,Pittsburgh,PA,15239,458980,3,2,Parkside Estates,2682,,,,171,,Active,,,https://www.redfin.com/PA/Plum/Parkside-Estates/Newbury/home/178235745,NewHomeSource.com,Plan-211868566,N,Y,40.474692,-79.73218
MLS Listing,,Single Family Residential,673 Twin Oak Dr,Penn Hills,PA,15235,259900,3,2.5,Penn Hills,1662,8899,1977,34,156,,Active,,,https://www.redfin.com/PA/Pittsburgh/673-Twin-Oak-Dr-15235/home/74697641,West Penn MLS,1584447,N,Y,40.4819043,-79.7900314
MLS Listing,,Single Family Residential,823 Kewanna Ave,Mt. Lebanon,PA,15234,339900,3,2,Mt. Lebanon,,4791,1944,34,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/823-Kewanna-Ave-15234/home/74559123,West Penn MLS,1584309,N,Y,40.3624963,-80.035656
MLS Listing,,Single Family Residential,176 Columbia Dr,Pleasant Hills,PA,15236,239900,3,1.5,Pleasant Hills,1434,7361,1939,34,167,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/176-Columbia-Dr-15236/home/74647042,West Penn MLS,1584354,N,Y,40.3311864,-79.9552709
MLS Listing,,Single Family Residential,5235 Stanton Ave,Lawrenceville,PA,15201,269900,3,1,Lawrenceville,1584,1999,1900,34,170,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/5235-Stanton-Ave-15201/home/73557028,West Penn MLS,1584442,N,Y,40.4782267,-79.9494904
MLS Listing,,Single Family Residential,473 Old Farm Rd,Mt. Lebanon,PA,15228,369900,3,1.5,Mt. Lebanon,1934,5248,1948,34,191,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/473-Old-Farm-Rd-15228/home/74493220,West Penn MLS,1584433,N,Y,40.3798483,-80.023734
MLS Listing,,Single Family Residential,2600-2602 Burham St,South Side,PA,15203,239900,3,2,South Side,2640,10519,,34,91,,Active,,,https://www.redfin.com/PA/Pittsburgh/2600-Burham-St-15203/home/74491318,West Penn MLS,1562191,N,Y,40.4208724,-79.9704362
MLS Listing,,Single Family Residential,2220 Los Angeles Ave,Beechview,PA,15216,109600,3,1,Beechview,1601,3301,1925,34,68,,Active,,,https://www.redfin.com/PA/Pittsburgh/2220-Los-Angeles-Ave-15216/home/74694792,West Penn MLS,1584323,N,Y,40.4030049,-80.0292367
MLS Listing,,Single Family Residential,220 Penn Ave,Mt Oliver,PA,15210,29900,3,1.5,Mt Oliver,1550,5000,1920,34,19,,Active,,,https://www.redfin.com/PA/Pittsburgh/220-Penn-Ave-15210/home/74491866,West Penn MLS,1584392,N,Y,40.4144561,-79.9822377
MLS Listing,,Single Family Residential,1530 King Charles Dr,Franklin Park,PA,15237,520000,4,3,Franklin Park,2208,32582,1982,34,236,,Active,,,https://www.redfin.com/PA/Pittsburgh/1530-King-Charles-Dr-15237/home/74715243,West Penn MLS,1584315,N,Y,40.5604377,-80.0658249
MLS Listing,,Single Family Residential,532 Niceville St,Lincoln Place,PA,15120,129000,2,1,Lincoln Place,,10890,1904,34,,,Contingent,,,https://www.redfin.com/PA/Homestead/532-Niceville-St-15120/home/74758809,West Penn MLS,1584408,N,Y,40.3949102,-79.9174993
MLS Listing,,Single Family Residential,139 Longvue Dr,Ross Twp,PA,15237,275000,4,2,Ross Twp,,18896,1930,34,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/139-Longvue-Dr-15237/home/74628431,West Penn MLS,1584406,N,Y,40.5385975,-80.0253499
MLS Listing,,Single Family Residential,249 Dell Ave,Mt. Lebanon,PA,15216,350000,3,2,Mt. Lebanon,1752,4342,1925,34,200,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/249-Dell-Ave-15216/home/74770582,West Penn MLS,1584378,N,Y,40.3900897,-80.0463102
MLS Listing,,Single Family Residential,7348 Denniston Ave,Swissvale,PA,15218,90000,4,1,Swissvale,1840,2556,1916,34,49,,Active,,,https://www.redfin.com/PA/Pittsburgh/7348-Denniston-Ave-15218/home/74519990,West Penn MLS,1584229,N,Y,40.4189049,-79.8893799
MLS Listing,,Single Family Residential,27 Mullooly St,Overbrook,PA,15227,189900,4,3,Overbrook,1876,7901,1910,34,101,,Active,,,https://www.redfin.com/PA/Pittsburgh/27-Mullooly-St-15227/home/74489894,West Penn MLS,1584314,N,Y,40.3796565,-79.9915845
MLS Listing,,Single Family Residential,714 Springfield St,Banksville/westwood,PA,15220,145000,3,1.5,Banksville/Westwood,1250,3998,1947,34,116,,Active,,,https://www.redfin.com/PA/Pittsburgh/714-Springfield-St-15220/home/74527538,West Penn MLS,1584334,N,Y,40.4284266,-80.037894
MLS Listing,,Single Family Residential,503 Highland Pl,Bellevue,PA,15202,205000,3,2,Bellevue,,,1915,34,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/503-Highland-Pl-15202/home/74537371,West Penn MLS,1584319,N,Y,40.5044058,-80.0531212
MLS Listing,,Single Family Residential,231 Union St,Regent Square,PA,15221,189900,3,1,Regent Square,2300,1498,1920,34,83,,Active,,,https://www.redfin.com/PA/Pittsburgh/231-Union-St-15221/home/74516389,West Penn MLS,1584200,N,Y,40.4389188,-79.893048
MLS Listing,,Single Family Residential,1197 Firwood Dr,Mt. Lebanon,PA,15243,495000,3,2.5,Mt. Lebanon,1950,10127,1958,34,254,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/1197-Firwood-Dr-15243/home/74531584,West Penn MLS,1584288,N,Y,40.3694467,-80.0662615
New Construction Plan,,Single Family Residential,Tucson,Pittsburgh,PA,15239,415900,4,2,Parkside Estates,2785,,,,149,,Active,,,https://www.redfin.com/PA/Plum/Parkside-Estates/Tucson/home/178235746,NewHomeSource.com,Plan-211868565,N,Y,40.474692,-79.73218
MLS Listing,,Single Family Residential,853 Suismon,East Allegheny,PA,15212,198900,4,2,East Allegheny,2325,1171,1900,35,86,,Active,,,https://www.redfin.com/PA/Pittsburgh/853-Suismon-St-15212/home/74557580,West Penn MLS,1584283,N,Y,40.4560595,-79.9952543
MLS Listing,,Single Family Residential,215 Cape May Ave,Beechview,PA,15216,169900,3,1,Beechview,,4499,1952,35,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/215-Cape-May-Ave-15216/home/73575937,West Penn MLS,1584234,N,Y,40.4094156,-80.0204148
MLS Listing,,Single Family Residential,100 Watkins Ave,Bellevue,PA,15202,699900,8,3.5,Bellevue,5821,17746,1906,35,120,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/100-Watkins-Ave-15202/home/74505976,West Penn MLS,1584285,N,Y,40.4932746,-80.0477947
MLS Listing,,Single Family Residential,2022 Pioneer Ave,Brookline,PA,15226,84900,3,1,Brookline,1313,3149,1930,35,65,,Active,,,https://www.redfin.com/PA/Pittsburgh/2022-Pioneer-Ave-15226/home/74695238,West Penn MLS,1584272,N,Y,40.4020783,-80.0164075
MLS Listing,,Single Family Residential,2282 Almont St,Carrick,PA,15210,140000,4,1.5,Carrick,1724,4098,1910,35,81,,Active,,,https://www.redfin.com/PA/Pittsburgh/2282-Almont-St-15210/home/74764735,West Penn MLS,1584245,N,Y,40.3884379,-79.9887009
MLS Listing,,Single Family Residential,98 Convent Ave,Shaler,PA,15209,420000,0,,Shaler,,39204,1948,35,,,Active,,,https://www.redfin.com/PA/Pittsburgh/98-Convent-Ave-15209/home/73544736,West Penn MLS,1584236,N,Y,40.4953003,-79.9709735
MLS Listing,,Single Family Residential,1605 Memory Ln - Lot 3,Franklin Park,PA,15237,1635000,5,4.5,Franklin Park,,30491,2022,35,,,Active,,,https://www.redfin.com/PA/Pittsburgh/1605-Memory-Ln-Lot-3-15237/home/182855891,West Penn MLS,1583983,N,Y,40.5610745,-80.0394123
MLS Listing,,Single Family Residential,101 Miller Rd,Ross Twp,PA,15237,319000,3,2,Ross Twp,2082,36829,1950,35,153,,Active,,,https://www.redfin.com/PA/Pittsburgh/101-Miller-Rd-15237/home/73550391,West Penn MLS,1581435,N,Y,40.5222451,-79.9915512
MLS Listing,,Single Family Residential,3708 Woodrow Ave,Brentwood,PA,15227,129000,3,2,Brentwood,2311,5501,1920,35,56,,Active,,,https://www.redfin.com/PA/Pittsburgh/3708-Woodrow-Ave-15227/home/74525465,West Penn MLS,1584214,N,Y,40.3728347,-79.9739155
MLS Listing,,Single Family Residential,167 41st St,Lawrenceville,PA,15201,875000,3,3.5,Lawrenceville,2900,3484,,35,302,,Active,,,https://www.redfin.com/PA/Pittsburgh/167-41st-St-15201/home/74651558,West Penn MLS,1583881,N,Y,40.470448,-79.962176
PAST SALE,November-20-2020,Single Family Residential,1013 Saint Martin St,South Side,PA,15203,85000,3,1,South Side,996,3798,1900,36,85,,Pending,,,https://www.redfin.com/PA/Pittsburgh/1013-St-Martin-St-15203/home/74497253,West Penn MLS,1581523,N,Y,40.4225342,-79.9876821
MLS Listing,,Single Family Residential,1637 Worcester Dr,Scott Twp - Sal,PA,15243,169600,3,1.5,Scott Twp - SAL,1106,7701,1960,36,153,,Active,,,https://www.redfin.com/PA/Pittsburgh/1637-Worcester-Dr-15243/home/74531188,West Penn MLS,1583999,N,Y,40.3695392,-80.0804843
MLS Listing,,Single Family Residential,554 Forest Ave,Bellevue,PA,15202,147500,3,1.5,Bellevue,1278,3641,1933,36,115,,Active,,,https://www.redfin.com/PA/Pittsburgh/554-Forest-Ave-15202/home/74504168,West Penn MLS,1584184,N,Y,40.5010269,-80.0538963
MLS Listing,,Single Family Residential,356 Sharon Dr,Forest Hills Boro,PA,15221,224900,4,2.5,Forest Hills Boro,1472,21780,1965,36,153,,Active,,,https://www.redfin.com/PA/Pittsburgh/356-Sharon-Dr-15221/home/74577163,West Penn MLS,1584043,N,Y,40.4300288,-79.8507909
MLS Listing,,Single Family Residential,2311 Margaret St,Penn Hills,PA,15235,122000,3,2,Penn Hills,,13068,1915,36,,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/2311-Margaret-St-15235/home/74697135,West Penn MLS,1584094,N,Y,40.4923973,-79.7858713
MLS Listing,,Single Family Residential,000 Keiners Ln,Robinson Twp - Nwa,PA,15205,15000,0,,Robinson Twp - NWA,,22651,,36,,,Active,,,https://www.redfin.com/PA/Pittsburgh/Keiners-Ln-15205/home/163524006,West Penn MLS,1584112,N,Y,40.432056,-80.121262
MLS Listing,,Single Family Residential,1922 Sarah St,South Side,PA,15203,300000,3,2,South Side,1624,1197,1890,36,185,,Active,,,https://www.redfin.com/PA/Pittsburgh/1922-Sarah-St-15203/home/74478837,West Penn MLS,1584150,N,Y,40.4275532,-79.9781512
MLS Listing,,Single Family Residential,119 Ravilla Ave,Carrick,PA,15210,197000,3,1.5,Carrick,1308,6982,1912,36,151,,Active,,,https://www.redfin.com/PA/Pittsburgh/119-Ravilla-Ave-15210/home/74764796,West Penn MLS,1584147,N,Y,40.3883379,-79.9866474
MLS Listing,,Single Family Residential,64 Himber St,Shaler,PA,15209,216000,2,1,Shaler,1596,6398,1915,36,135,,Active,,,https://www.redfin.com/PA/Pittsburgh/64-Himber-St-15209/home/73492873,West Penn MLS,1584144,N,Y,40.488307,-79.9595105
MLS Listing,,Single Family Residential,717 Blue Ridge Rd,Plum Boro,PA,15239,289900,4,3.5,Plum Boro,,9583,1974,36,,,Active,,,https://www.redfin.com/PA/Pittsburgh/717-Blue-Ridge-Rd-15239/home/74473410,West Penn MLS,1584042,N,Y,40.4603668,-79.712161
MLS Listing,,Single Family Residential,2686 Crosby,Dormont,PA,15216,215000,3,1,Dormont,1250,3301,1925,36,172,,Active,,,https://www.redfin.com/PA/Pittsburgh/2686-Crosby-Ave-15216/home/73507388,West Penn MLS,1584123,N,Y,40.4032605,-80.0371844
MLS Listing,,Single Family Residential,210 Sunny Dr,Baldwin Boro,PA,15236,149900,3,1,Baldwin Boro,1589,6499,1947,36,94,,Active,,,https://www.redfin.com/PA/Pittsburgh/210-Sunny-Dr-15236/home/73525538,West Penn MLS,1584122,N,Y,40.3461212,-79.9910746
MLS Listing,,Single Family Residential,2911 Spring Garden Ave,Spring Garden,PA,15212,225000,3,2,Spring Garden,,3998,1930,36,,,Active,,,https://www.redfin.com/PA/Pittsburgh/2911-Spring-Garden-Ave-15212/home/74733112,West Penn MLS,1584025,N,Y,40.4764194,-79.9905883
MLS Listing,,Single Family Residential,133 Radcliff Dr,Ross Twp,PA,15237,540000,4,3.5,Ross Twp,2566,21344,1991,36,210,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/133-Radcliff-Dr-15237/home/74569267,West Penn MLS,1584039,N,Y,40.5134595,-79.9951233
MLS Listing,,Single Family Residential,3541 Melwood Ave,Polish Hill,PA,15213,215000,4,2,Polish Hill,1736,2674,1900,37,124,,Active,,,https://www.redfin.com/PA/Pittsburgh/3541-Melwood-Ave-15213/home/73573705,West Penn MLS,1584010,N,Y,40.4598007,-79.9599149
MLS Listing,,Single Family Residential,2551 Woodward Ave,Brookline,PA,15226,228000,3,2.5,Brookline,1370,3497,1935,37,166,,Active,,,https://www.redfin.com/PA/Pittsburgh/2551-Woodward-Ave-15226/home/73490612,West Penn MLS,1583689,N,Y,40.3973418,-80.0250526
MLS Listing,,Single Family Residential,110 Kirk Ave,Carrick,PA,15227,124900,3,1,Carrick,1798,4255,1911,37,69,,Active,,,https://www.redfin.com/PA/Pittsburgh/110-Kirk-Ave-15227/home/74763277,West Penn MLS,1583898,N,Y,40.3860302,-79.9778212
MLS Listing,,Single Family Residential,3447 Allendale St,Sheraden,PA,15204,159900,4,1,Sheraden,2074,5005,1924,37,77,,Active,,,https://www.redfin.com/PA/Pittsburgh/3447-Allendale-St-15204/home/74627768,West Penn MLS,1584021,N,Y,40.4585551,-80.0645507
MLS Listing,,Single Family Residential,199 Grove Ave,Ross Twp,PA,15229,299900,3,1.5,Ross Twp,,4486,1933,37,,,Active,,,https://www.redfin.com/PA/Pittsburgh/199-Grove-Ave-15229/home/73548870,West Penn MLS,1583975,N,Y,40.5171721,-80.0197385
MLS Listing,,Single Family Residential,312 Fox Chapel Rd,O'hara,PA,15238,215000,3,1.5,O'Hara,1252,14069,1956,37,172,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/312-Fox-Chapel-Rd-15238/home/74542190,West Penn MLS,1584020,N,Y,40.493651,-79.8818111
PAST SALE,,Single Family Residential,58 Somerset St,Baldwin Boro,PA,15210,30000,4,1,Baldwin Boro,,4878,1935,38,,,Pending,,,https://www.redfin.com/PA/Pittsburgh/58-Somerset-St-15210/home/74587798,West Penn MLS,1563952,N,Y,40.408996,-79.9617394
MLS Listing,,Single Family Residential,5737 Aylesboro Ave,Squirrel Hill,PA,15217,849900,3,3,Squirrel Hill,2141,9456,1953,38,397,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/5737-Aylesboro-Ave-15217/home/74750947,West Penn MLS,1583948,N,Y,40.4399966,-79.9239487
MLS Listing,,Single Family Residential,1232 Bellerock,Squirrel Hill,PA,15217,796900,4,3.5,Squirrel Hill,2154,5963,1925,38,370,,Active,,,https://www.redfin.com/PA/Pittsburgh/1232-Bellerock-St-15217/home/74749734,West Penn MLS,1583675,N,Y,40.4437716,-79.9294795
New Construction Plan,,Single Family Residential,Somerset,Pittsburgh,PA,15239,434980,3,2,Parkside Estates,2380,,,,183,,Active,,,https://www.redfin.com/PA/Plum/Parkside-Estates/Somerset/home/178235749,NewHomeSource.com,Plan-211868562,N,Y,40.474692,-79.73218
MLS Listing,,Single Family Residential,1729 Duffield,Morningside,PA,15206,99999,3,1,Morningside,1460,3998,1900,39,68,,Active,,,https://www.redfin.com/PA/Pittsburgh/1729-Duffield-St-15206/home/74469411,West Penn MLS,1583880,N,Y,40.4865676,-79.9287876
MLS Listing,,Single Family Residential,220 Parkside Ave,Mt. Lebanon,PA,15228,314159,3,3,Mt. Lebanon,1637,4369,1920,39,192,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/220-Parkside-Ave-15228/home/74494523,West Penn MLS,1583866,N,Y,40.3775672,-80.0356342
MLS Listing,,Single Family Residential,257 Constitution Dr,Pleasant Hills,PA,15236,184000,2,2,Pleasant Hills,1109,10898,1942,39,166,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/257-Constitution-Dr-15236/home/74615827,West Penn MLS,1583868,N,Y,40.3369954,-79.9571709
MLS Listing,,Single Family Residential,617 Cascade,Forest Hills Boro,PA,15221,289900,3,1.5,Forest Hills Boro,1850,6499,1938,39,157,,Contingent,,,https://www.redfin.com/PA/Pittsburgh/617-Cascade-Rd-15221/home/74578256,West Penn MLS,1583829,N,Y,40.4234849,-79.8592361
MLS Listing,,Single Family Residential,7712 Francis St,Swissvale,PA,15218,129900,2,1.5,Swissvale,,1742,1929,39,,,Active,,,https://www.redfin.com/PA/Pittsburgh/7712-Francis-St-15218/home/73590359,West Penn MLS,1583874,N,Y,40.4232425,-79.8841862
MLS Listing,,Single Family Residential,518-520 Armandale,Central North Side,PA,15212,170000,0,,Central North Side,,9583,,39,,,Active,,,https://www.redfin.com/PA/Pittsburgh/518-Armandale-St-15212/home/182485931,West Penn MLS,1583935,N,Y,40.4584934,-80.0134106
MLS Listing,,Single Family Residential,1210 Pocono St,Squirrel Hill,PA,15218,235000,3,1.5,Squirrel Hill,1080,2500,1930,39,218,,Active,,,https://www.redfin.com/PA/Pittsburgh/1210-Pocono-St-15218/home/74477604,West Penn MLS,1583797,N,Y,40.4194075,-79.903768
MLS Listing,,Single Family Residential,5361 Brownsville Rd,Baldwin Boro,PA,15236,217500,4,2,Baldwin Boro,1274,12880,1950,39,171,,Active,,,https://www.redfin.com/PA/Pittsburgh/5361-Brownsville-Rd-15236/home/74617245,West Penn MLS,1583665,N,Y,40.3388161,-79.9838948
